,num_game,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
184493955,2,106.1,3.1,28.075,53.05,78.025,103.0
262814808,2,8.8,0.9,2.6500000000000004,4.4,6.15,7.9
191979928,32,1241.4,0.3,0.8,4.45,47.75,263.0
49624770,12,404.59999999999997,0.1,0.27499999999999997,8.65,76.25,109.0
49629862,4,148.8,0.2,0.27499999999999997,4.300000000000001,41.225,140.0
159371621,38,273.5,0.1,1.05,4.25,11.225000000000001,32.0
37468189,3,42.7,0.2,0.85,1.5,21.25,41.0
152956403,22,208.9,0.1,0.5,1.1,6.6499999999999995,91.0
89524281,1,17.3,17.3,17.3,17.3,17.3,17.3
211899679,1,79.0,79.0,79.0,79.0,79.0,79.0
29753085,18,1231.8,0.1,4.375,18.45,85.75,460.0
119937035,16,4053.6,0.1,0.6249999999999999,7.0,36.25,3667.0
53296539,1,73.0,73.0,73.0,73.0,73.0,73.0
243077634,3,18.8,2.0,4.25,6.5,8.4,10.3
124725852,81,1169.7,0.1,0.7,2.8,9.5,284.0
154940949,22,472.40000000000003,0.2,1.425,3.25,11.024999999999999,319.0
231026651,21,1326.5000000000002,0.1,2.1,4.3,36.0,511.0
216217925,9,252.2,0.2,1.2,3.3,14.5,181.0
155071993,7,33.900000000000006,0.3,0.55,0.8,4.35,23.0
73521885,3,29.2,0.5,2.1,3.7,14.35,25.0
182592900,1,8.7,8.7,8.7,8.7,8.7,8.7
104900462,1,110.0,110.0,110.0,110.0,110.0,110.0
201023624,2,52.6,11.6,18.95,26.3,33.65,41.0
290225336,1,9.5,9.5,9.5,9.5,9.5,9.5
204147089,1,133.0,133.0,133.0,133.0,133.0,133.0
190628198,2,9.799999999999999,0.1,2.5,4.8999999999999995,7.3,9.7
26808868,48,424.8,0.1,1.2,2.55,8.625,153.0
149150848,1,43.0,43.0,43.0,43.0,43.0,43.0
65341706,2,35.2,9.2,13.399999999999999,17.6,21.8,26.0
174342589,1,691.0,691.0,691.0,691.0,691.0,691.0
41846650,3,105.8,0.2,3.9,7.6,52.8,98.0
42198457,9,151.20000000000002,0.3,1.7,3.3,14.1,87.0
130758906,1,163.0,163.0,163.0,163.0,163.0,163.0
18500119,9,870.6,0.4,1.6,10.3,110.0,488.0
10599862,176,11650.8,0.1,4.225,16.35,53.5,1061.0
231805700,1,75.0,75.0,75.0,75.0,75.0,75.0
260376156,4,388.0,0.2,2.1499999999999995,50.9,145.75,286.0
250238131,11,76.10000000000001,0.1,0.5,1.2,4.3,43.0
146796532,1,74.0,74.0,74.0,74.0,74.0,74.0
149711127,1,6.3,6.3,6.3,6.3,6.3,6.3
162735255,1,16.8,16.8,16.8,16.8,16.8,16.8
244992231,1,128.0,128.0,128.0,128.0,128.0,128.0
30588978,5,1378.3,0.1,0.6,1.1,10.5,1366.0
304395604,1,6.3,6.3,6.3,6.3,6.3,6.3
170275839,2,22.4,0.4,5.8,11.2,16.6,22.0
84371132,2,671.0,19.0,177.25,335.5,493.75,652.0
64027842,9,514.8,0.2,0.6,3.7,47.0,404.0
78969820,1,9.7,9.7,9.7,9.7,9.7,9.7
188713427,1,10.0,10.0,10.0,10.0,10.0,10.0
243808511,3,54.6,0.6,2.3,4.0,27.0,50.0
154330480,1,36.0,36.0,36.0,36.0,36.0,36.0
88579585,25,1093.1,0.2,0.8,1.7,22.0,656.0
110226344,4,485.9,2.2,3.325,97.35,215.5,289.0
145027235,1,13.8,13.8,13.8,13.8,13.8,13.8
73435399,1,6.1,6.1,6.1,6.1,6.1,6.1
70915652,29,271.19999999999993,0.1,0.3,1.7,5.1,106.0
38436635,5,210.29999999999998,1.1,3.8,6.4,52.0,147.0
88100014,1,17.2,17.2,17.2,17.2,17.2,17.2
159812802,4,40.099999999999994,0.2,0.35000000000000003,7.45,17.125,25.0
184576164,2,383.0,56.0,123.75,191.5,259.25,327.0
235358002,1,91.0,91.0,91.0,91.0,91.0,91.0
63539914,2,5.300000000000001,0.9,1.7750000000000001,2.6500000000000004,3.5250000000000004,4.4
126718281,1,8.1,8.1,8.1,8.1,8.1,8.1
122620165,9,1569.2,0.3,1.2,3.0,17.7,1337.0
80988171,8,279.6,0.1,5.625,12.100000000000001,23.15,183.0
227844450,1,10.5,10.5,10.5,10.5,10.5,10.5
149233338,1,5.5,5.5,5.5,5.5,5.5,5.5
197987776,1,14.7,14.7,14.7,14.7,14.7,14.7
189020294,1,10.1,10.1,10.1,10.1,10.1,10.1
39911920,2,2290.0,32.0,588.5,1145.0,1701.5,2258.0
67341526,1,19.7,19.7,19.7,19.7,19.7,19.7
40051659,9,305.09999999999997,0.2,3.9,19.2,46.0,124.0
29052354,4,128.6,4.4,10.249999999999998,29.6,51.5,65.0
98848653,53,1373.1,0.1,3.3,11.7,21.0,334.0
208467850,1,22.0,22.0,22.0,22.0,22.0,22.0
230031062,8,579.2,0.8,2.3,3.5,22.25,518.0
55672384,4,12.9,0.2,0.6500000000000001,2.85,5.425000000000001,7.0
126992940,14,345.4000000000001,0.5,3.025,7.6499999999999995,11.049999999999999,239.0
112376397,9,622.9,0.8,7.7,28.0,48.0,408.0
172386568,1,21.0,21.0,21.0,21.0,21.0,21.0
137623071,1,63.0,63.0,63.0,63.0,63.0,63.0
122956129,9,2074.1,0.6,3.4,116.0,382.0,700.0
234785523,1,7.4,7.4,7.4,7.4,7.4,7.4
212790797,1,5.9,5.9,5.9,5.9,5.9,5.9
37727952,2,43.5,0.5,11.125,21.75,32.375,43.0
93203004,1,8.3,8.3,8.3,8.3,8.3,8.3
135244036,40,917.8,0.1,1.75,4.6,23.0,194.0
115109218,2,352.0,135.0,155.5,176.0,196.5,217.0
50888871,2,150.5,0.5,37.875,75.25,112.625,150.0
270356700,29,461.9,0.2,0.6,2.0,3.6,369.0
51941260,7,152.3,0.9,6.6499999999999995,11.7,20.7,85.0
14962163,40,1547.8999999999999,0.2,1.0750000000000002,4.3,36.25,389.0
85136214,1,357.0,357.0,357.0,357.0,357.0,357.0
44153929,10,2101.5,0.1,0.4,0.55,1.7000000000000002,2092.0
40080833,13,4057.9,0.6,6.7,153.0,640.0,928.0
21539893,27,463.40000000000003,0.2,2.0999999999999996,7.5,26.5,70.0
122162211,1,15.3,15.3,15.3,15.3,15.3,15.3
308178753,1,14.6,14.6,14.6,14.6,14.6,14.6
100359523,6,294.3,0.2,6.975,34.85,71.5,143.0
157141574,1,136.0,136.0,136.0,136.0,136.0,136.0
76451157,37,418.90000000000003,0.2,0.9,2.3,7.3,222.0
210961590,1,154.0,154.0,154.0,154.0,154.0,154.0
112547463,4,214.0,25.0,46.0,55.5,63.0,78.0
126796140,9,46.1,0.9,1.7,3.3,5.7,18.8
53509003,5,71.2,0.3,0.5,1.2,3.2,66.0
124810250,4,2855.2999999999997,0.2,13.625000000000002,599.05,1299.25,1657.0
198901867,1,105.0,105.0,105.0,105.0,105.0,105.0
170535102,1,9.4,9.4,9.4,9.4,9.4,9.4
147764275,1,766.0,766.0,766.0,766.0,766.0,766.0
56014527,2,105.6,13.6,33.2,52.8,72.4,92.0
116000122,1,923.0,923.0,923.0,923.0,923.0,923.0
184173132,1,8.4,8.4,8.4,8.4,8.4,8.4
248882404,10,59.0,0.2,1.575,2.5999999999999996,5.6000000000000005,21.0
298381887,1,87.0,87.0,87.0,87.0,87.0,87.0
185494712,5,1286.3,0.2,2.1,27.0,407.0,850.0
145512685,23,1875.6000000000001,0.3,1.35,10.1,82.5,869.0
159114904,5,390.0,0.1,0.5,1.7,9.7,378.0
95347493,2,32.4,9.4,12.8,16.2,19.6,23.0
173194267,1,27.0,27.0,27.0,27.0,27.0,27.0
78481493,1,31.0,31.0,31.0,31.0,31.0,31.0
50131557,4,710.3,3.3,123.825,170.5,224.25,366.0
302089220,1,20.0,20.0,20.0,20.0,20.0,20.0
155036762,2,7.4,2.7,3.2,3.7,4.2,4.7
110470534,6,1059.6999999999998,1.2,7.674999999999999,35.95,65.5,913.0
247951379,1,107.0,107.0,107.0,107.0,107.0,107.0
155818761,1,12.6,12.6,12.6,12.6,12.6,12.6
175738505,1,5.6,5.6,5.6,5.6,5.6,5.6
192772707,9,948.6000000000001,1.0,1.7,4.9,19.2,857.0
295039588,2,21.5,0.5,5.625,10.75,15.875,21.0
221823551,3,135.5,0.2,0.25,0.3,67.65,135.0
8784496,16,100.4,0.4,1.275,3.6,8.925,33.0
239211065,1,39.0,39.0,39.0,39.0,39.0,39.0
118723066,10,43.300000000000004,0.1,0.22500000000000003,0.45,0.9,27.0
180438232,4,359.7,4.7,33.425,96.5,153.0,162.0
75753011,1,195.0,195.0,195.0,195.0,195.0,195.0
71868890,1,12.8,12.8,12.8,12.8,12.8,12.8
206764959,1,162.0,162.0,162.0,162.0,162.0,162.0
132757318,1,63.0,63.0,63.0,63.0,63.0,63.0
100353577,1,57.0,57.0,57.0,57.0,57.0,57.0
105159791,14,263.9,0.2,1.4,6.95,15.55,127.0
178423779,3,561.1,0.6,1.05,1.5,280.25,559.0
101777863,1,37.0,37.0,37.0,37.0,37.0,37.0
218405343,1,275.0,275.0,275.0,275.0,275.0,275.0
71318298,1,23.0,23.0,23.0,23.0,23.0,23.0
75064242,6,101.10000000000001,2.5,12.85,17.049999999999997,20.05,32.0
177444568,15,133.1,0.3,1.0,4.0,6.5,51.0
194196780,1,1019.0,1019.0,1019.0,1019.0,1019.0,1019.0
108160472,36,1133.1,0.2,0.8250000000000001,4.05,12.425,480.0
239045127,3,383.5,12.5,88.75,165.0,185.5,206.0
205035443,1,5.6,5.6,5.6,5.6,5.6,5.6
78814920,1,13.2,13.2,13.2,13.2,13.2,13.2
104721942,7,2793.0,0.5,1.8,3.3,603.8,1578.0
136561410,1,22.0,22.0,22.0,22.0,22.0,22.0
159994178,17,873.6,0.3,1.4,6.1,37.0,363.0
231333981,4,9.700000000000001,0.4,0.475,1.0,2.95,7.3
163930591,41,691.5,0.1,1.3,3.7,14.2,154.0
243306369,1,240.0,240.0,240.0,240.0,240.0,240.0
61276934,1,8.1,8.1,8.1,8.1,8.1,8.1
72009123,1,24.0,24.0,24.0,24.0,24.0,24.0
118838369,26,1142.2,0.2,7.05,20.0,68.75,173.0
102066849,1,48.0,48.0,48.0,48.0,48.0,48.0
135410112,1,16.0,16.0,16.0,16.0,16.0,16.0
189123038,8,222.7,0.3,1.2249999999999999,5.0,13.725000000000001,172.0
191780526,2,19.6,6.3,8.05,9.8,11.55,13.3
216261706,2,676.5,5.5,171.875,338.25,504.625,671.0
161663718,8,1085.8999999999999,0.1,2.5500000000000003,19.9,136.25,577.0
145834524,1,972.0,972.0,972.0,972.0,972.0,972.0
34960438,1,27.0,27.0,27.0,27.0,27.0,27.0
280497428,1,31.0,31.0,31.0,31.0,31.0,31.0
235758386,7,5.7,0.1,0.1,0.4,0.55,3.9
80384872,9,2798.7000000000003,0.2,1.4,9.2,18.2,1556.0
118274084,2,12.4,0.9,3.55,6.2,8.85,11.5
14906179,18,875.6,0.2,0.7249999999999999,6.7,16.5,714.0
197458771,1,130.0,130.0,130.0,130.0,130.0,130.0
45592640,37,2666.0,0.2,6.5,36.0,62.0,630.0
168688983,1,140.0,140.0,140.0,140.0,140.0,140.0
83955783,2,414.6,5.6,106.45,207.3,308.15,409.0
144532046,5,2766.2,0.5,1.6,2.6,3.5,2758.0
204401529,32,500.99999999999994,0.1,0.6749999999999999,1.9,19.125,71.0
242515341,2,418.2,0.2,104.65,209.1,313.55,418.0
185826453,1,45.0,45.0,45.0,45.0,45.0,45.0
174459790,9,89.69999999999999,0.3,0.9,1.9,18.9,32.0
140708070,1,271.0,271.0,271.0,271.0,271.0,271.0
232082615,1,249.0,249.0,249.0,249.0,249.0,249.0
142433607,2,1218.6,4.6,306.95,609.3,911.65,1214.0
202894728,5,7.3,0.1,0.2,0.6,1.3,5.1
85497862,65,1211.1000000000001,0.2,1.3,3.6,13.5,409.0
252074145,4,11.7,1.0,1.15,2.65,4.425,5.4
185781816,1,29.0,29.0,29.0,29.0,29.0,29.0
185907866,1,454.0,454.0,454.0,454.0,454.0,454.0
183048608,9,152.29999999999998,0.5,0.8,1.5,11.1,118.0
174607800,1,86.0,86.0,86.0,86.0,86.0,86.0
241206497,1,17.3,17.3,17.3,17.3,17.3,17.3
114431673,1,969.0,969.0,969.0,969.0,969.0,969.0
142044216,1,699.0,699.0,699.0,699.0,699.0,699.0
175345951,2,108.0,8.0,31.0,54.0,77.0,100.0
51558260,4,14.7,0.1,0.17500000000000002,1.3,4.8,12.0
295171886,1,164.0,164.0,164.0,164.0,164.0,164.0
187477041,1,7.0,7.0,7.0,7.0,7.0,7.0
236210195,1,76.0,76.0,76.0,76.0,76.0,76.0
246650796,1,7.9,7.9,7.9,7.9,7.9,7.9
224754050,21,528.0999999999999,0.1,0.5,3.0,7.3,367.0
96221495,1,10.9,10.9,10.9,10.9,10.9,10.9
46607365,10,1854.3,0.2,36.75,113.0,344.25,495.0
154687199,8,761.4000000000001,0.2,12.0,24.0,106.5,348.0
192134691,1,1113.0,1113.0,1113.0,1113.0,1113.0,1113.0
151133200,1,5.5,5.5,5.5,5.5,5.5,5.5
53244117,2,3284.1,1.1,821.575,1642.05,2462.525,3283.0
251732117,5,50.7,0.1,0.1,0.2,2.3,48.0
197652539,13,223.79999999999998,0.1,1.0,10.4,23.0,70.0
182426216,2,59.9,11.9,20.925,29.95,38.975,48.0
208004844,4,54.099999999999994,0.2,0.8750000000000001,1.95,14.6,50.0
251635136,12,124.9,1.1,3.7749999999999995,8.4,10.9,37.0
236476905,1,5.0,5.0,5.0,5.0,5.0,5.0
54739475,1,663.0,663.0,663.0,663.0,663.0,663.0
175460237,2,72.4,2.4,19.3,36.2,53.1,70.0
96269099,3,855.2,1.5,9.1,16.7,426.85,837.0
127947215,1,318.0,318.0,318.0,318.0,318.0,318.0
56436338,5,3506.0,54.0,488.0,546.0,1049.0,1369.0
183983684,8,98.9,0.1,0.7000000000000001,1.6,8.15,72.0
104192353,2,100.4,6.4,28.3,50.2,72.1,94.0
235227013,1,6.2,6.2,6.2,6.2,6.2,6.2
138906315,1,73.0,73.0,73.0,73.0,73.0,73.0
63605342,2,39.7,19.7,19.775,19.85,19.925,20.0
107951494,2,42.1,0.1,10.575,21.05,31.525,42.0
106099216,6,5739.8,1.2,22.7,68.5,100.5,5483.0
76243637,1,5.1,5.1,5.1,5.1,5.1,5.1
133964193,4,687.5,1.2,14.025000000000002,69.15,227.0,548.0
156090224,1,16.6,16.6,16.6,16.6,16.6,16.6
284701762,1,30.0,30.0,30.0,30.0,30.0,30.0
174002551,25,638.8,0.2,1.8,5.9,39.0,113.0
167815968,29,1429.9999999999998,0.2,2.0,4.0,5.6,1256.0
203631881,1,54.0,54.0,54.0,54.0,54.0,54.0
113411607,1,11.0,11.0,11.0,11.0,11.0,11.0
198286263,1,5.9,5.9,5.9,5.9,5.9,5.9
165755355,54,899.9999999999998,0.2,1.1,3.5,10.174999999999999,130.0
96030847,2,44.0,11.0,16.5,22.0,27.5,33.0
150370754,1,5.5,5.5,5.5,5.5,5.5,5.5
125371499,1,6.3,6.3,6.3,6.3,6.3,6.3
261281192,2,493.6,2.6,124.7,246.8,368.9,491.0
304908910,1,9.3,9.3,9.3,9.3,9.3,9.3
298242221,2,12.0,0.2,3.1,6.0,8.900000000000002,11.8
95699780,50,828.4,0.2,0.9500000000000001,3.75,11.575,242.0
167417654,3,63.5,1.5,13.75,26.0,31.0,36.0
294551734,1,30.0,30.0,30.0,30.0,30.0,30.0
138818276,1,6.9,6.9,6.9,6.9,6.9,6.9
43284145,10,280.1,1.2,12.325000000000001,19.7,27.75,124.0
46951849,21,3882.0,0.1,10.4,43.0,154.0,1657.0
123148033,1,9.1,9.1,9.1,9.1,9.1,9.1
120589251,2,10.5,0.5,2.875,5.25,7.625,10.0
171160183,4,13.200000000000001,0.6,2.2499999999999996,2.8,3.8499999999999996,7.0
302573478,2,28.3,0.3,7.225,14.15,21.075,28.0
139832829,1,882.0,882.0,882.0,882.0,882.0,882.0
129478920,1,1851.0,1851.0,1851.0,1851.0,1851.0,1851.0
72978546,61,2727.7999999999997,0.1,0.7,1.9,4.2,2060.0
126402145,1,16.5,16.5,16.5,16.5,16.5,16.5
201728484,1,8.7,8.7,8.7,8.7,8.7,8.7
298452474,1,5.3,5.3,5.3,5.3,5.3,5.3
96696864,9,1108.6999999999998,0.1,5.8,8.8,16.5,1042.0
212949727,1,107.0,107.0,107.0,107.0,107.0,107.0
154208464,3,1055.0,0.4,2.5,4.6,527.3,1050.0
54402999,3,44.4,0.6,7.2,13.8,21.9,30.0
197166094,1,95.0,95.0,95.0,95.0,95.0,95.0
238891457,1,7.4,7.4,7.4,7.4,7.4,7.4
181716896,2,278.7,11.7,75.525,139.35,203.175,267.0
69467127,1,12.2,12.2,12.2,12.2,12.2,12.2
62486194,4,339.0,20.0,42.5,82.0,124.25,155.0
5860071,7,126.5,0.5,4.050000000000001,8.2,17.35,75.0
127426141,7,168.0,0.4,1.2,2.0,13.6,136.0
202376797,3,57.7,12.6,14.350000000000001,16.1,22.55,29.0
81901544,2,33.9,2.9,9.925,16.95,23.975,31.0
92103372,2,1069.9,9.9,272.425,534.95,797.475,1060.0
24841093,13,135.6,0.2,0.9,3.8,7.2,43.0
184797043,1,32.0,32.0,32.0,32.0,32.0,32.0
27168078,1,6.3,6.3,6.3,6.3,6.3,6.3
137846274,8,53.5,0.2,1.1,4.55,12.225,17.7
129117376,96,1415.0000000000002,0.1,0.8,2.1500000000000004,8.299999999999999,259.0
199727985,1,5.4,5.4,5.4,5.4,5.4,5.4
99640715,2,489.3,2.3,123.475,244.65,365.825,487.0
90866995,1,27.0,27.0,27.0,27.0,27.0,27.0
82029808,6,29.9,0.9,1.7249999999999999,1.85,4.074999999999999,18.8
203712998,1,582.0,582.0,582.0,582.0,582.0,582.0
123734483,25,168.5,0.1,0.4,1.4,6.7,91.0
170528231,1,7.7,7.7,7.7,7.7,7.7,7.7
220561138,13,677.0,0.2,0.5,1.1,5.1,623.0
134224287,12,836.3,0.5,5.825,19.8,79.0,309.0
163754392,1,14.6,14.6,14.6,14.6,14.6,14.6
157636450,6,2663.6000000000004,0.3,0.625,3.5,769.35,1632.0
61274953,1,5.5,5.5,5.5,5.5,5.5,5.5
204986955,2,83.5,0.5,21.125,41.75,62.375,83.0
291482664,2,19.7,2.2,6.025,9.85,13.675,17.5
141315459,1,10.8,10.8,10.8,10.8,10.8,10.8
74855005,34,1794.5,0.1,4.125,21.5,52.25,418.0
256645945,6,25.500000000000004,0.4,0.9,2.85,5.550000000000001,12.7
26302344,16,222.29999999999998,0.1,0.8,4.85,17.4,86.0
89012535,2,38.1,10.1,14.575,19.05,23.525,28.0
88813210,2,73.9,0.9,18.925,36.95,54.975,73.0
93963263,1,7.2,7.2,7.2,7.2,7.2,7.2
162894140,4,1213.1,0.3,1.05,2.4,304.625,1208.0
74077887,1,110.0,110.0,110.0,110.0,110.0,110.0
90304490,1,42.0,42.0,42.0,42.0,42.0,42.0
83625754,14,766.1,0.3,1.0,4.1,39.775,417.0
27037996,1,9.2,9.2,9.2,9.2,9.2,9.2
188052591,1,8.8,8.8,8.8,8.8,8.8,8.8
237153647,1,26.0,26.0,26.0,26.0,26.0,26.0
229748951,1,7.5,7.5,7.5,7.5,7.5,7.5
79658056,3,22.6,0.4,1.8,3.2,11.1,19.0
188421568,1,648.0,648.0,648.0,648.0,648.0,648.0
120520430,1,130.0,130.0,130.0,130.0,130.0,130.0
158877899,6,1175.8,0.2,0.35,1.65,176.2,938.0
157887709,1,13.4,13.4,13.4,13.4,13.4,13.4
208127198,3,108.3,1.1,4.6499999999999995,8.2,53.6,99.0
80098179,10,116.1,0.1,0.5,1.7999999999999998,8.225000000000001,69.0
554278,9,281.0,0.1,4.1,4.5,7.4,216.0
20362352,2,6.699999999999999,1.1,2.225,3.3499999999999996,4.475,5.6
110194091,6,831.4,6.4,27.25,33.5,48.0,680.0
194641575,6,50.5,0.5,2.175,7.75,13.775,18.4
161657866,3,475.5,0.8,1.75,2.7,237.35,472.0
231255153,11,115.49999999999999,0.3,0.6,1.1,6.1,76.0
160288335,12,294.6,0.3,1.5,2.25,11.125,146.0
136222532,1,6.5,6.5,6.5,6.5,6.5,6.5
181666776,7,428.40000000000003,0.2,0.65,1.3,19.8,386.0
84703874,1,120.0,120.0,120.0,120.0,120.0,120.0
203492188,1,26.0,26.0,26.0,26.0,26.0,26.0
231221037,1,190.0,190.0,190.0,190.0,190.0,190.0
231210957,1,25.0,25.0,25.0,25.0,25.0,25.0
228541607,1,6.8,6.8,6.8,6.8,6.8,6.8
58893462,3,54.300000000000004,0.1,0.15000000000000002,0.2,27.1,54.0
170068207,34,126.60000000000001,0.5,3.6,3.7,4.7,6.6
238700575,10,23.900000000000006,0.1,0.25,1.9,4.2749999999999995,5.4
178242321,1,31.0,31.0,31.0,31.0,31.0,31.0
149810726,11,510.69999999999993,0.1,6.55,14.3,57.5,220.0
70930091,1,38.0,38.0,38.0,38.0,38.0,38.0
208433656,1,178.0,178.0,178.0,178.0,178.0,178.0
79615216,2,11.299999999999999,1.6,3.625,5.6499999999999995,7.675,9.7
119835248,3,519.0,93.0,148.5,204.0,213.0,222.0
97659219,3,364.8,0.8,0.9,1.0,182.0,363.0
222008249,11,43.29999999999999,0.3,0.8500000000000001,1.1,4.25,15.2
186167611,2,12.100000000000001,2.8,4.425,6.050000000000001,7.675000000000001,9.3
204477246,9,14.299999999999997,0.2,0.4,0.8,0.9,9.4
149579610,1,881.0,881.0,881.0,881.0,881.0,881.0
214914991,1,5.0,5.0,5.0,5.0,5.0,5.0
107107474,3,150.1,10.1,15.05,20.0,70.0,120.0
200657041,1,24.0,24.0,24.0,24.0,24.0,24.0
187499055,1,16.0,16.0,16.0,16.0,16.0,16.0
10095386,1,34.0,34.0,34.0,34.0,34.0,34.0
38179194,5,128.9,0.7,1.3,2.0,8.9,116.0
95084569,20,159.29999999999998,0.1,1.5250000000000001,6.25,11.624999999999998,27.0
246258933,8,60.2,0.1,1.0749999999999997,2.15,6.875,37.0
175450855,1,1440.0,1440.0,1440.0,1440.0,1440.0,1440.0
216227311,2,22.4,0.4,5.8,11.2,16.6,22.0
5990132,33,532.3,0.2,1.3,4.6,11.3,185.0
107476377,7,1340.1000000000001,0.2,6.2,18.5,122.5,1064.0
183838531,9,160.9,0.2,0.7,1.9,19.9,109.0
207915392,5,5.4,0.1,0.3,0.5,0.5,4.0
35047392,9,396.0,0.2,2.2,4.0,6.2,360.0
127261069,3,26.9,0.2,0.95,1.7,13.35,25.0
262133376,1,12.8,12.8,12.8,12.8,12.8,12.8
18263482,3,18.799999999999997,2.1,3.55,5.0,8.35,11.7
83770731,76,464.0,0.1,1.1749999999999998,3.0,6.8999999999999995,46.0
98308239,2,5144.1,2.1,1287.075,2572.05,3857.025,5142.0
171265504,1,39.0,39.0,39.0,39.0,39.0,39.0
82287546,69,1748.4999999999998,0.1,0.6,2.0,10.7,672.0
114727578,16,354.2,0.2,1.925,3.4000000000000004,14.375000000000002,144.0
292129258,1,74.0,74.0,74.0,74.0,74.0,74.0
130810920,1,12.6,12.6,12.6,12.6,12.6,12.6
84884010,2,31.8,15.3,15.600000000000001,15.9,16.2,16.5
61506984,1,162.0,162.0,162.0,162.0,162.0,162.0
166243691,1,20.0,20.0,20.0,20.0,20.0,20.0
170048045,1,5.5,5.5,5.5,5.5,5.5,5.5
39319649,14,687.0999999999999,1.1,17.325,53.5,71.25,104.0
244648789,2,235.0,30.0,73.75,117.5,161.25,205.0
101596530,74,5228.9,0.1,3.9749999999999996,13.65,55.75,672.0
94610298,1,247.0,247.0,247.0,247.0,247.0,247.0
108114779,20,1808.6000000000001,0.1,2.5000000000000004,9.75,55.25,1093.0
30912860,54,424.0,0.1,0.32499999999999996,1.0,4.6000000000000005,229.0
228620097,1,39.0,39.0,39.0,39.0,39.0,39.0
121891688,7,286.0,2.3,7.35,21.0,72.0,104.0
170557064,1,20.0,20.0,20.0,20.0,20.0,20.0
155919035,135,1199.0,0.1,1.9,3.2,4.8,205.0
154374262,1,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0
173256445,1,19.9,19.9,19.9,19.9,19.9,19.9
123449538,1,27.0,27.0,27.0,27.0,27.0,27.0
167460926,1,98.0,98.0,98.0,98.0,98.0,98.0
33659046,26,1963.2999999999997,0.2,9.55,23.0,36.75,837.0
156818121,43,1163.1999999999998,0.1,3.4000000000000004,10.9,19.9,372.0
97604502,3,741.8,1.8,107.9,214.0,370.0,526.0
105632759,2,15.399999999999999,1.2,4.449999999999999,7.699999999999999,10.95,14.2
14126086,34,3201.2999999999997,0.3,14.799999999999999,44.5,113.25,723.0
194191204,5,18.0,0.6,1.2,1.4,1.9,12.9
59662830,84,4563.4,0.2,1.1749999999999998,5.45,19.174999999999997,2852.0
193087158,5,188.60000000000002,2.0,10.8,13.8,59.0,103.0
212660921,1,157.0,157.0,157.0,157.0,157.0,157.0
124723151,1,1174.0,1174.0,1174.0,1174.0,1174.0,1174.0
22088241,6,2002.1000000000001,0.2,19.425,88.5,174.0,1626.0
119530092,9,38.9,0.7,1.2,1.6,3.8,17.1
306617101,1,82.0,82.0,82.0,82.0,82.0,82.0
253675435,1,130.0,130.0,130.0,130.0,130.0,130.0
297492378,1,12.1,12.1,12.1,12.1,12.1,12.1
105052833,1,16.5,16.5,16.5,16.5,16.5,16.5
106472745,1,10.1,10.1,10.1,10.1,10.1,10.1
248200343,1,161.0,161.0,161.0,161.0,161.0,161.0
308503685,1,12.3,12.3,12.3,12.3,12.3,12.3
147910240,6,52.9,2.9,3.3249999999999997,7.85,13.65,16.9
159458198,2,143.6,3.6,37.7,71.8,105.9,140.0
241626039,2,20.7,3.4,6.875,10.35,13.825000000000001,17.3
60910490,2,228.2,10.2,62.15,114.1,166.05,218.0
30061970,53,434.70000000000005,0.1,1.3,2.6,5.5,87.0
176645108,4,31.099999999999998,1.5,2.55,3.3,8.525,23.0
86433707,14,159.29999999999998,0.2,0.8,6.2,16.474999999999998,48.0
86738567,20,1027.4,0.1,4.125,8.8,69.25,284.0
71161460,1,35.0,35.0,35.0,35.0,35.0,35.0
211191233,3,26.0,0.6,6.6499999999999995,12.7,12.7,12.7
151256632,16,220.1,0.1,1.4000000000000001,8.1,15.3,71.0
53621752,6,1756.6999999999998,0.1,1.7,111.25,498.75,941.0
31187179,87,2013.9999999999998,0.1,0.9,3.3,11.100000000000001,720.0
168771588,8,276.79999999999995,0.2,0.6749999999999999,8.65,57.0,134.0
106268266,1,31.0,31.0,31.0,31.0,31.0,31.0
111163130,23,813.9000000000001,0.1,0.75,4.5,28.5,229.0
266132392,1,68.0,68.0,68.0,68.0,68.0,68.0
303413869,1,5.9,5.9,5.9,5.9,5.9,5.9
92123735,2,17.0,5.8,7.1499999999999995,8.5,9.849999999999998,11.2
5217749,1,10.8,10.8,10.8,10.8,10.8,10.8
47773209,5,15.6,0.3,0.6,0.6,3.8,10.3
122552077,1,1604.0,1604.0,1604.0,1604.0,1604.0,1604.0
93458820,1,5.0,5.0,5.0,5.0,5.0,5.0
192044880,5,119.60000000000001,0.2,1.4,16.0,28.0,74.0
172699566,1,5.5,5.5,5.5,5.5,5.5,5.5
287778700,2,188.4,0.4,47.3,94.2,141.1,188.0
174121221,1,977.0,977.0,977.0,977.0,977.0,977.0
215687170,1,11.8,11.8,11.8,11.8,11.8,11.8
138939472,1,457.0,457.0,457.0,457.0,457.0,457.0
295436578,1,11.8,11.8,11.8,11.8,11.8,11.8
2753525,57,1238.6,0.1,2.5,5.8,18.3,176.0
196156695,1,426.0,426.0,426.0,426.0,426.0,426.0
297581476,1,11.3,11.3,11.3,11.3,11.3,11.3
