,num_user,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
Doorways The Underworld,3,11.0,1.2,2.3,3.4,4.9,6.4
Tea Party Simulator 2015,2,16.6,3.3,5.8,8.3,10.8,13.3
Edna & Harvey The Breakout,4,10.1,1.2,1.6500000000000001,2.5,3.3750000000000004,3.9
Journey Of The Light,2,9.0,3.2,3.8500000000000005,4.5,5.1499999999999995,5.8
Phoenix Force,3,7.2,0.3,1.75,3.2,3.45,3.7
Blob From Space,2,5.8,2.8,2.8499999999999996,2.9,2.95,3.0
Jet Gunner,5,9.0,0.5,0.9,1.8,2.9,2.9
Lilly and Sasha Curse of the Immortals,2,9.9,2.9,3.925,4.95,5.975,7.0
Voxelized,2,10.7,2.7,4.025,5.35,6.675,8.0
Marble Mayhem Fragile Ball,2,7.5,2.7,3.2250000000000005,3.75,4.2749999999999995,4.8
Tiny Bridge Ratventure,3,13.7,0.3,1.5,2.7,6.699999999999999,10.7
Morphopolis,4,9.3,2.0,2.1500000000000004,2.35,2.525,2.6
Sun Blast,2,5.7,2.6,2.725,2.85,2.975,3.1
Secret Of Magia,2,21.8,2.6,6.75,10.9,15.049999999999999,19.2
Survivor Squad,3,6.8,1.2,1.7999999999999998,2.4,2.8,3.2
Sometimes Success Requires Sacrifice,2,25.9,1.9,7.425,12.95,18.475,24.0
Pressured,3,6.8999999999999995,0.5,0.65,0.8,3.1999999999999997,5.6
Windward,6,99.4,1.0,6.625000000000001,7.5,26.675,44.0
Carmageddon Reincarnation,4,23.9,0.9,2.85,6.1,9.225,10.8
Section 8,3,40.7,0.6,1.35,2.1,20.05,38.0
The Golf Club,2,20.9,8.4,9.425,10.45,11.475,12.5
Dungeon Defenders Eternity,9,95.7,2.2,3.7,7.2,9.3,44.0
Bob Was Hungry,2,13.0,1.9,4.199999999999999,6.5,8.799999999999999,11.1
Zombie Grinder,1,7.8,7.8,7.8,7.8,7.8,7.8
"It came from space, and ate our brains",2,7.8,3.3,3.5999999999999996,3.9,4.2,4.5
NEKOPARA Vol. 0,6,13.299999999999999,0.2,0.875,2.6,3.3499999999999996,4.0
Freaking Meatbags,1,331.0,331.0,331.0,331.0,331.0,331.0
OMSI 2,5,537.8,7.0,7.4,13.4,217.0,293.0
Crusaders of the Lost Idols,7,618.9000000000001,0.3,0.6,0.7,8.35,600.0
Assassin's Creed Freedom Cry,3,8.9,0.6,1.6,2.6,4.15,5.7
The Typing of The Dead Overkill,7,18.2,0.4,0.6,1.0,4.35,6.9
King's Bounty Armored Princess,4,58.3,0.1,0.7000000000000001,1.5999999999999999,15.475,55.0
Offspring Fling!,3,7.8,1.7,1.7999999999999998,1.9,3.05,4.2
DeathSpank Thongs Of Virtue,3,18.1,0.2,4.25,8.3,8.95,9.6
Painkiller Gold Edition,1,14.1,14.1,14.1,14.1,14.1,14.1
Stubbs the Zombie in Rebel Without a Pulse,2,5.1000000000000005,0.7,1.625,2.5500000000000003,3.475,4.4
Red Faction II,3,13.4,1.9,2.3,2.7,5.75,8.8
Beyond Good & Evil,3,14.2,0.1,0.55,1.0,7.05,13.1
8BitBoy,8,27.2,0.2,0.2,0.25,0.775,24.0
Zuma's Revenge,3,136.5,1.2,5.25,9.3,67.65,126.0
The Dreamatorium of Dr. Magnus 2,1,41.0,41.0,41.0,41.0,41.0,41.0
Might & Magic Heroes Online,4,4.9,0.6,0.6,0.8500000000000001,1.475,2.6
GUILTY GEAR Xrd -SIGN-,3,17.0,3.0,3.7,4.4,7.0,9.6
The Book of Unwritten Tales The Critter Chronicles,2,27.0,13.0,13.25,13.5,13.75,14.0
Iesabel,1,13.9,13.9,13.9,13.9,13.9,13.9
Contraption Maker,2,13.2,2.2,4.4,6.6,8.8,11.0
Journey of a Roach,2,8.1,2.1,3.075,4.05,5.025,6.0
The Journey Down Chapter One,5,17.4,0.6,2.2,4.2,4.8,5.6
Deadfall Adventures,3,8.100000000000001,0.5,1.35,2.2,3.8000000000000003,5.4
Spirits,5,15.7,0.2,0.6,1.0,5.3,8.6
Little Racers STREET,5,18.4,1.5,2.1,3.3,4.0,7.5
Sword of the Stars Complete Collection,2,419.1,6.1,107.825,209.55,311.275,413.0
Guild Wars Trilogy,1,9.9,9.9,9.9,9.9,9.9,9.9
Magical Diary,1,8.9,8.9,8.9,8.9,8.9,8.9
Stellar Impact,1,5.7,5.7,5.7,5.7,5.7,5.7
Crusader Kings Complete,2,5.6,2.0,2.4,2.8,3.2,3.6
Adventurer Manager,1,21.0,21.0,21.0,21.0,21.0,21.0
GoD Factory Wingmen,2,14.5,3.7,5.4750000000000005,7.25,9.025000000000002,10.8
A.R.E.S. Extinction Agenda EX,1,9.6,9.6,9.6,9.6,9.6,9.6
Harvest Massive Encounter,3,28.1,2.8,3.05,3.3,12.65,22.0
Chroma Squad,2,13.4,1.6,4.15,6.7,9.250000000000002,11.8
Velvet Assassin,4,7.0,0.1,0.17500000000000002,0.75,2.325,5.4
Ys I,3,8.3,0.5,0.7,0.9,3.9000000000000004,6.9
The Settlers 7 Paths to a Kingdom,3,69.3,8.4,10.15,11.9,30.45,49.0
Space Hulk Ascension,4,40.599999999999994,0.5,1.1,3.55,12.6,33.0
Aion Collectors Edition,1,22.0,22.0,22.0,22.0,22.0,22.0
The Masterplan,1,16.6,16.6,16.6,16.6,16.6,16.6
Blood Bowl Dark Elves Edition,1,13.9,13.9,13.9,13.9,13.9,13.9
Tom Clancy's H.A.W.X.,2,14.5,4.3,5.7749999999999995,7.25,8.725,10.2
Buccaneer The Pursuit of Infamy,1,7.2,7.2,7.2,7.2,7.2,7.2
Star Ruler,3,155.2,0.2,0.6,1.0,77.5,154.0
Star Wolves 3 Civil War,4,33.5,0.6,1.4249999999999998,1.9500000000000002,8.9,29.0
Legends of Pegasus,3,24.4,5.0,5.95,6.9,9.7,12.5
Silent Hunter 5 Battle of the Atlantic,3,73.8,9.8,20.4,31.0,32.0,33.0
My Lands,4,15.7,0.1,0.17500000000000002,0.30000000000000004,4.05,15.0
The Night of the Rabbit,2,16.8,0.9,4.65,8.4,12.15,15.9
The Jackbox Party Pack 2,1,14.3,14.3,14.3,14.3,14.3,14.3
Gun Metal,2,8.9,0.1,2.2750000000000004,4.45,6.625000000000001,8.8
The Incredible Adventures of Van Helsing III,2,9.299999999999999,0.2,2.425,4.6499999999999995,6.874999999999999,9.1
Lara Croft and the Temple of Osiris,4,18.5,0.3,1.4999999999999998,2.7,5.825,12.8
Wolfenstein The Old Blood German Edition,2,13.5,5.0,5.875,6.75,7.625,8.5
MX vs. ATV Reflex,5,33.0,0.2,0.5,0.7,2.6,29.0
Choice Chamber,1,5.3,5.3,5.3,5.3,5.3,5.3
Ascendant,1,5.0,5.0,5.0,5.0,5.0,5.0
GTR Evolution,2,20.6,6.6,8.45,10.3,12.15,14.0
Caribbean!,1,17.3,17.3,17.3,17.3,17.3,17.3
Legends of Eisenwald,2,50.8,14.8,20.1,25.4,30.7,36.0
Clockwork Empires,1,8.5,8.5,8.5,8.5,8.5,8.5
Community College Hero Trial by Fire,1,8.1,8.1,8.1,8.1,8.1,8.1
Scratches Director's Cut,2,7.300000000000001,2.1,2.875,3.6500000000000004,4.425000000000001,5.2
Higurashi When They Cry - Ch.1 Onikakushi,1,13.8,13.8,13.8,13.8,13.8,13.8
Gaokao.Love.100Days,2,16.6,6.2,7.25,8.3,9.350000000000001,10.4
eden*,2,5.699999999999999,1.4,2.125,2.8499999999999996,3.5749999999999997,4.3
Rising Angels Reborn,1,5.9,5.9,5.9,5.9,5.9,5.9
AKIBA'S TRIP Undead & Undressed,2,24.0,2.0,7.0,12.0,17.0,22.0
Warrior Kings Battles,1,23.0,23.0,23.0,23.0,23.0,23.0
Jagged Alliance Online - Steam Edition,4,6.500000000000001,0.2,0.575,1.4500000000000002,2.5,3.4
Shantae and the Pirate's Curse,4,20.5,0.6,3.9749999999999996,6.0,7.15,7.9
Pox Nora,4,19.8,0.3,0.45,2.6,7.1000000000000005,14.3
Prince of Persia The Two Thrones,3,22.5,0.1,0.25,0.4,11.2,22.0
Space Trader Merchant Marine,3,5.6,0.4,1.2,2.0,2.6,3.2
Chainsaw Warrior,2,8.5,3.4,3.8249999999999997,4.25,4.675,5.1
Chainsaw Warrior Lords of the Night,2,7.1,2.9,3.2249999999999996,3.55,3.8750000000000004,4.2
Heroes of Might & Magic V Hammers of Fate,2,17.4,1.0,4.85,8.7,12.549999999999999,16.4
Dead Realm,9,46.2,0.6,1.1,3.9,6.7,16.5
Everyday Genius SquareLogic,1,12.2,12.2,12.2,12.2,12.2,12.2
Pat & Mat,2,22.0,1.0,6.0,11.0,16.0,21.0
Elven Legacy,3,25.8,0.2,5.5,10.8,12.8,14.8
King of Dragon Pass,1,5.4,5.4,5.4,5.4,5.4,5.4
Broken Sword 1 - Shadow of the Templars Director's Cut,5,27.2,0.1,0.7,4.3,6.9,15.2
Call of Cthulhu Dark Corners of the Earth,4,48.8,0.3,2.7,12.25,21.75,24.0
Football Tactics,1,16.0,16.0,16.0,16.0,16.0,16.0
Rugby Challenge 2,1,5.4,5.4,5.4,5.4,5.4,5.4
Brothers in Arms Road to Hill 30,2,16.5,3.9,6.074999999999999,8.25,10.424999999999999,12.6
Movie Studio 13 Platinum - Steam Powered,1,166.0,166.0,166.0,166.0,166.0,166.0
Action! - Gameplay Recording and Streaming,3,269.0,57.0,70.0,83.0,106.0,129.0
Runers,1,50.0,50.0,50.0,50.0,50.0,50.0
Crawl,1,26.0,26.0,26.0,26.0,26.0,26.0
FarSky,2,36.5,18.0,18.125,18.25,18.375,18.5
Black Ink,3,239.3,2.3,5.15,8.0,118.5,229.0
Obscure,1,7.9,7.9,7.9,7.9,7.9,7.9
Fancy Skulls,2,6.199999999999999,0.6,1.8499999999999999,3.0999999999999996,4.35,5.6
Year Walk,3,5.4,1.4,1.65,1.9,2.0,2.1
Flower Shop Winter In Fairbrook,1,2.9,2.9,2.9,2.9,2.9,2.9
Republique,2,7.3,1.0,2.325,3.65,4.975,6.3
Nancy Drew The White Wolf of Icicle Creek,1,13.3,13.3,13.3,13.3,13.3,13.3
Memoir '44 Online,1,8.1,8.1,8.1,8.1,8.1,8.1
Nancy Drew Curse of Blackmoor Manor ,1,6.7,6.7,6.7,6.7,6.7,6.7
Hatred,7,13.6,0.2,0.35,0.6,2.2,7.7
ONE PIECE PIRATE WARRIORS 3,3,5.5,0.6,1.4000000000000001,2.2,2.45,2.7
Road Not Taken,2,8.6,0.4,2.3499999999999996,4.3,6.249999999999999,8.2
Castle of Illusion,1,12.4,12.4,12.4,12.4,12.4,12.4
A New Beginning - Final Cut,3,21.799999999999997,2.9,5.65,8.4,9.45,10.5
WRC Powerslide,2,9.6,0.1,2.45,4.8,7.15,9.5
Airport Simulator 2014,1,8.5,8.5,8.5,8.5,8.5,8.5
Lumino City,1,7.4,7.4,7.4,7.4,7.4,7.4
An Assassin in Orlandes,1,5.0,5.0,5.0,5.0,5.0,5.0
OlliOlli,2,11.4,0.6,3.1500000000000004,5.7,8.250000000000002,10.8
Axis Game Factory's AGFPRO 3.0,5,11.2,0.1,0.1,0.1,0.7,10.2
Disciples II Gallean's Return,5,47.800000000000004,0.1,0.2,0.9,14.6,32.0
Borderless Gaming,1,13.1,13.1,13.1,13.1,13.1,13.1
RPG Maker MV,1,55.0,55.0,55.0,55.0,55.0,55.0
Broken Sword 4 - the Angel of Death,1,21.0,21.0,21.0,21.0,21.0,21.0
Sanitarium,1,10.4,10.4,10.4,10.4,10.4,10.4
Monopoly,4,18.9,1.0,2.2750000000000004,4.95,7.4,8.0
Kane & Lynch Dead Men,4,12.399999999999999,0.2,2.45,3.55,4.199999999999999,5.1
The Novelist,4,5.9,0.6,0.8250000000000001,0.95,1.6,3.4
AION Free-to-Play,3,20.0,1.4,2.2,3.0,9.3,15.6
FATE,2,26.4,12.8,13.000000000000002,13.2,13.399999999999999,13.6
Tiny Troopers,2,5.7,1.3,2.075,2.85,3.6250000000000004,4.4
MLB 2K12,3,193.7,7.7,20.35,33.0,93.0,153.0
Magic The Gathering  Tactics,1,6.5,6.5,6.5,6.5,6.5,6.5
Hollywood Visionary,2,7.3,3.2,3.4250000000000003,3.65,3.875,4.1
Sword Coast Legends,2,42.4,1.4,11.3,21.2,31.1,41.0
District 187,3,19.099999999999998,0.4,3.0500000000000003,5.7,9.35,13.0
Battle Academy,1,14.6,14.6,14.6,14.6,14.6,14.6
Crossfire Europe,3,4.999999999999999,0.3,0.44999999999999996,0.6,2.3499999999999996,4.1
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,2,6.4,0.7,1.95,3.2,4.45,5.7
The Slaughtering Grounds,3,12.4,3.2,3.3,3.4,4.6,5.8
Split/Second,2,7.9,0.5,2.225,3.95,5.675000000000001,7.4
Project Explore,2,6.8,2.0,2.7,3.4,4.1,4.8
Earth Defense Force Insect Armageddon,3,95.9,0.6,4.95,9.3,47.65,86.0
Nexus The Jupiter Incident,3,5.6,0.6,1.2,1.8,2.5,3.2
"On the Rain-Slick Precipice of Darkness, Episode Two",2,81.5,19.5,30.125,40.75,51.375,62.0
Salt,1,12.6,12.6,12.6,12.6,12.6,12.6
Nancy Drew Danger By Design,1,7.2,7.2,7.2,7.2,7.2,7.2
Making History The Calm & The Storm,1,79.0,79.0,79.0,79.0,79.0,79.0
Battle of Empires  1914-1918,3,73.2,0.2,0.6,1.0,36.5,72.0
Company of Heroes Europe at War,2,25.2,5.2,8.9,12.6,16.3,20.0
Dawn of Discovery,2,18.200000000000003,1.1,5.1000000000000005,9.100000000000001,13.100000000000001,17.1
Ski Region Simulator,2,11.399999999999999,5.1,5.3999999999999995,5.699999999999999,6.0,6.3
Broken Sword 2 - the Smoking Mirror Remastered,1,5.7,5.7,5.7,5.7,5.7,5.7
Silent Hunter Wolves of the Pacific,2,344.8,5.8,89.1,172.4,255.7,339.0
Beasts of Prey,4,67.3,3.2,3.2,5.550000000000001,19.175,53.0
Cricket Revolution,2,38.4,0.4,9.8,19.2,28.6,38.0
Guild Wars Game of the Year,2,31.3,2.3,8.975,15.65,22.325,29.0
Runaway A Road Adventure,2,7.8,0.3,2.1,3.9,5.7,7.5
Tom Clancy's Splinter Cell Double Agent,2,7.300000000000001,2.4,3.025,3.6500000000000004,4.275,4.9
Steredenn,1,7.8,7.8,7.8,7.8,7.8,7.8
Dragon's Prophet (EU),3,119.39999999999999,0.6,1.7,2.8,59.4,116.0
Call of Juarez,2,12.0,3.4,4.699999999999999,6.0,7.299999999999999,8.6
Music Creator 6 Touch,1,23.0,23.0,23.0,23.0,23.0,23.0
Carmageddon 2 Carpocalypse Now,2,12.9,5.4,5.925000000000001,6.45,6.975,7.5
10 Second Ninja,2,5.9,0.5,1.725,2.95,4.175000000000001,5.4
bit Dungeon II,2,10.5,4.6,4.925,5.25,5.575000000000001,5.9
Outcast 1.1,2,49.4,0.4,12.55,24.7,36.85,49.0
Tesla Effect,1,36.0,36.0,36.0,36.0,36.0,36.0
Memento Mori 2,1,25.0,25.0,25.0,25.0,25.0,25.0
Secret Files Puritas Cordis,1,24.0,24.0,24.0,24.0,24.0,24.0
Gray Matter,2,25.2,1.2,6.9,12.6,18.3,24.0
The Book of Unwritten Tales 2,2,27.0,12.5,13.0,13.5,14.0,14.5
realMyst Masterpiece Edition,2,20.5,7.5,8.875,10.25,11.625,13.0
The Dream Machine,3,12.5,0.1,1.75,3.4,6.2,9.0
Cultures - Northland,1,194.0,194.0,194.0,194.0,194.0,194.0
Chocolatier Decadence by Design,1,90.0,90.0,90.0,90.0,90.0,90.0
Alien Breed 3 Descent,3,27.2,0.4,3.8000000000000003,7.2,13.4,19.6
Clive Barker's Jericho,2,15.899999999999999,3.8,5.875,7.949999999999999,10.024999999999999,12.1
Agricultural Simulator 2013 Steam Edition,3,69.6,0.4,8.299999999999999,16.2,34.6,53.0
Firefighters 2014,2,12.9,1.3,3.875,6.45,9.024999999999999,11.6
Arma Combat Operations,3,99.2,0.2,0.6,1.0,49.5,98.0
City of Steam Arkadia,4,4.4,0.2,0.2,0.30000000000000004,1.2000000000000002,3.6
UFO Aftermath,1,6.6,6.6,6.6,6.6,6.6,6.6
Shattered Union,1,116.0,116.0,116.0,116.0,116.0,116.0
Port Royale 2,2,87.9,3.9,23.925,43.95,63.975,84.0
Terrorhedron,3,6.3999999999999995,0.3,1.05,1.8,3.05,4.3
Blitzkrieg 2 Anthology,3,21.8,0.8,0.9500000000000001,1.1,10.5,19.9
Duke Nukem Forever ,3,17.5,1.1,2.45,3.8,8.2,12.6
Disciples Sacred Lands Gold,1,6.7,6.7,6.7,6.7,6.7,6.7
Gorky 17,1,6.7,6.7,6.7,6.7,6.7,6.7
Hard Truck Apocalypse / Ex Machina,1,6.6,6.6,6.6,6.6,6.6,6.6
Joe Dever's Lone Wolf HD Remastered,1,14.3,14.3,14.3,14.3,14.3,14.3
Conflict Denied Ops,1,5.7,5.7,5.7,5.7,5.7,5.7
Rogue Trooper,1,5.3,5.3,5.3,5.3,5.3,5.3
Ys VI The Ark of Napishtim,1,5.1,5.1,5.1,5.1,5.1,5.1
Crimsonland,2,17.2,0.7,4.65,8.6,12.55,16.5
StarMade,5,91.5,0.4,0.4,7.7,20.0,63.0
Neverending Nightmares,3,5.4,0.3,0.9500000000000001,1.6,2.55,3.5
FOTONICA,2,5.6000000000000005,0.2,1.5,2.8000000000000003,4.1000000000000005,5.4
Tom Clancy's Ghost Recon Advanced Warfighter,2,37.2,0.2,9.4,18.6,27.8,37.0
Ancient Space,1,27.0,27.0,27.0,27.0,27.0,27.0
Sweet Lily Dreams,1,21.0,21.0,21.0,21.0,21.0,21.0
Stardust Vanguards,1,19.9,19.9,19.9,19.9,19.9,19.9
Squirreltopia,1,19.7,19.7,19.7,19.7,19.7,19.7
Minimon,1,14.8,14.8,14.8,14.8,14.8,14.8
Pongo,1,14.8,14.8,14.8,14.8,14.8,14.8
GemCraft - Chasing Shadows,1,12.9,12.9,12.9,12.9,12.9,12.9
Metal Planet,1,12.7,12.7,12.7,12.7,12.7,12.7
Oniken,1,12.1,12.1,12.1,12.1,12.1,12.1
Keen Dreams,1,11.5,11.5,11.5,11.5,11.5,11.5
The Campaign Series Fall Weiss,1,11.3,11.3,11.3,11.3,11.3,11.3
Fortix 2,1,11.2,11.2,11.2,11.2,11.2,11.2
Depth Hunter 2 Deep Dive,1,10.4,10.4,10.4,10.4,10.4,10.4
Letter Quest Grimm's Journey,1,9.5,9.5,9.5,9.5,9.5,9.5
Super 3-D Noah's Ark,1,9.2,9.2,9.2,9.2,9.2,9.2
Letter Quest Grimm's Journey Remastered,1,8.6,8.6,8.6,8.6,8.6,8.6
Incoming Forces,1,7.8,7.8,7.8,7.8,7.8,7.8
Cast of the Seven Godsends,1,7.4,7.4,7.4,7.4,7.4,7.4
"War, the Game",1,6.5,6.5,6.5,6.5,6.5,6.5
Colin McRae Rally,2,6.6000000000000005,0.4,1.85,3.3000000000000003,4.75,6.2
Strategic War in Europe,2,6.1000000000000005,0.2,1.625,3.0500000000000003,4.4750000000000005,5.9
1953 NATO vs Warsaw Pact,1,5.9,5.9,5.9,5.9,5.9,5.9
Into the Dark,1,5.7,5.7,5.7,5.7,5.7,5.7
Speed Kills,1,5.1,5.1,5.1,5.1,5.1,5.1
Battle vs Chess,1,5.0,5.0,5.0,5.0,5.0,5.0
Total War Battles SHOGUN,2,7.2,2.7,3.1500000000000004,3.6,4.05,4.5
BlazBlue Calamity Trigger,2,6.1,2.5,2.775,3.05,3.325,3.6
Escape Goat,3,31.7,0.2,0.85,1.5,15.75,30.0
Skyward Collapse,2,33.4,1.4,9.05,16.7,24.35,32.0
Freedom Fall,2,60.2,1.2,15.65,30.1,44.55,59.0
The Lost Crown,2,7.1,1.1,2.325,3.55,4.775,6.0
Death Rally,3,17.9,0.3,4.4,8.5,8.8,9.1
Dead State,2,48.2,14.2,19.15,24.1,29.05,34.0
Silent Storm Sentinels,1,7.6,7.6,7.6,7.6,7.6,7.6
The Incredible Adventures of Van Helsing Final Cut,1,58.0,58.0,58.0,58.0,58.0,58.0
Wizardry 7 Crusaders of the Dark Savant,1,23.0,23.0,23.0,23.0,23.0,23.0
Tryst,1,21.0,21.0,21.0,21.0,21.0,21.0
Runestone Keeper,4,152.8,8.6,14.750000000000002,17.6,41.05,109.0
Azure Striker Gunvolt,1,5.5,5.5,5.5,5.5,5.5,5.5
Devil May Cry 4 Special Edition,3,22.1,1.9,3.4000000000000004,4.9,10.100000000000001,15.3
Infinifactory,2,42.1,1.1,11.075,21.05,31.025,41.0
Farming Giant,1,31.0,31.0,31.0,31.0,31.0,31.0
Imperium Romanum Gold Edition,4,24.9,0.5,0.6499999999999999,1.2,6.775,22.0
TransOcean The Shipping Company,4,28.0,0.4,1.375,3.8000000000000003,9.425,20.0
Timberman,2,10.1,4.6,4.824999999999999,5.05,5.275,5.5
Enforcer Police Crime Action,3,20.700000000000003,0.6,2.8499999999999996,5.1,10.05,15.0
ToCA Race Driver 3,2,15.2,4.7,6.15,7.6,9.05,10.5
Delta Force Black Hawk Down - Team Sabre,1,69.0,69.0,69.0,69.0,69.0,69.0
Hylics,2,5.4,0.4,1.55,2.7,3.85,5.0
Midnight Club II,3,21.4,0.5,4.3,8.1,10.45,12.8
RPG Maker 2000,1,9.8,9.8,9.8,9.8,9.8,9.8
Last Word,1,6.9,6.9,6.9,6.9,6.9,6.9
War in a Box Paper Tanks,1,6.3,6.3,6.3,6.3,6.3,6.3
RPG Maker XP,2,29.4,3.4,9.05,14.7,20.35,26.0
Commando Jack,3,5.5,1.0,1.55,2.1,2.25,2.4
Pro Evolution Soccer 2014,3,178.9,4.9,16.45,28.0,87.0,146.0
Divinity II - Ego Draconis,2,29.9,8.9,11.925,14.95,17.975,21.0
TyranoBuilder Visual Novel Studio,1,10.5,10.5,10.5,10.5,10.5,10.5
Dex,1,10.8,10.8,10.8,10.8,10.8,10.8
Heavy Bullets,2,6.8,0.2,1.7999999999999998,3.4,4.999999999999999,6.6
Sky Nations,1,14.6,14.6,14.6,14.6,14.6,14.6
Manyland,1,8.1,8.1,8.1,8.1,8.1,8.1
New Star Soccer 5,1,12.2,12.2,12.2,12.2,12.2,12.2
Scarygirl,1,173.0,173.0,173.0,173.0,173.0,173.0
Bard's Gold,1,119.0,119.0,119.0,119.0,119.0,119.0
Glare,1,95.0,95.0,95.0,95.0,95.0,95.0
Rooms The Unsolvable Puzzle,1,78.0,78.0,78.0,78.0,78.0,78.0
Breezeblox,1,48.0,48.0,48.0,48.0,48.0,48.0
Super Panda Adventures,1,19.2,19.2,19.2,19.2,19.2,19.2
Millie,1,15.2,15.2,15.2,15.2,15.2,15.2
Rotieer,1,7.2,7.2,7.2,7.2,7.2,7.2
Traps N' Gemstones,1,7.0,7.0,7.0,7.0,7.0,7.0
Fatty Maze's Adventures,1,6.2,6.2,6.2,6.2,6.2,6.2
Reversi,1,5.1,5.1,5.1,5.1,5.1,5.1
Silent Hunter Wolves of the Pacific U-Boat Missions,1,185.0,185.0,185.0,185.0,185.0,185.0
Assassin's Creed Rogue,1,62.0,62.0,62.0,62.0,62.0,62.0
Cities XXL,4,65.7,3.2,7.999999999999999,10.75,19.175,41.0
Nimble Writer,1,10.6,10.6,10.6,10.6,10.6,10.6
Majesty Gold Edition,1,16.1,16.1,16.1,16.1,16.1,16.1
Darkstone,1,18.6,18.6,18.6,18.6,18.6,18.6
Mad Games Tycoon,2,38.4,12.4,15.8,19.2,22.6,26.0
Railroad Pioneer,1,11.3,11.3,11.3,11.3,11.3,11.3
Call of Duty United Offensive,4,374.1,0.1,2.65,7.0,97.875,360.0
Call of Duty,3,8.899999999999999,0.1,2.05,4.0,4.4,4.8
Rune Classic,1,6.2,6.2,6.2,6.2,6.2,6.2
Stargate Resistance,1,162.0,162.0,162.0,162.0,162.0,162.0
Environmental Station Alpha,1,28.0,28.0,28.0,28.0,28.0,28.0
Sunrider Academy,1,43.0,43.0,43.0,43.0,43.0,43.0
GamersGoMakers,1,26.0,26.0,26.0,26.0,26.0,26.0
Empire TV Tycoon,1,6.7,6.7,6.7,6.7,6.7,6.7
Game Tycoon 1.5,2,8.4,3.5,3.85,4.2,4.550000000000001,4.9
Deadlings - Rotten Edition,2,5.0,2.1,2.3000000000000003,2.5,2.6999999999999997,2.9
Ironcast,1,37.0,37.0,37.0,37.0,37.0,37.0
The Swindle,1,23.0,23.0,23.0,23.0,23.0,23.0
"Warhammer 40,000 Armageddon",1,10.1,10.1,10.1,10.1,10.1,10.1
Rulers of Nations,1,53.0,53.0,53.0,53.0,53.0,53.0
Qvadriga,1,22.0,22.0,22.0,22.0,22.0,22.0
Don Bradman Cricket 14,1,89.0,89.0,89.0,89.0,89.0,89.0
Blazing Angels Squadrons of WWII,1,7.6,7.6,7.6,7.6,7.6,7.6
Blazing Angels 2 Secret Missions of WWII,3,18.8,5.6,6.05,6.5,6.6,6.7
Wolfenstein,1,26.0,26.0,26.0,26.0,26.0,26.0
Mega Man Legacy Collection,1,6.4,6.4,6.4,6.4,6.4,6.4
Anna's Quest,2,18.5,9.2,9.225,9.25,9.275,9.3
Amnesia Memories,2,9.8,3.8,4.35,4.9,5.45,6.0
Windborne,1,5.1,5.1,5.1,5.1,5.1,5.1
Fading Hearts,2,5.2,0.8,1.7000000000000002,2.6,3.5000000000000004,4.4
Jagged Alliance 2 - Wildfire ,4,27.2,0.2,3.1249999999999996,6.1,9.774999999999999,14.8
Lucius II,3,16.3,3.1,3.35,3.6,6.6,9.6
BloodRayne 2,2,5.8,1.9,2.4,2.9,3.4,3.9
Tree of Life,2,33.0,1.0,8.75,16.5,24.25,32.0
World of Mixed Martial Arts 3,1,11.4,11.4,11.4,11.4,11.4,11.4
The Witcher Adventure Game,2,31.8,1.8,8.85,15.9,22.95,30.0
The Curious Expedition,1,20.0,20.0,20.0,20.0,20.0,20.0
System Protocol One,1,8.5,8.5,8.5,8.5,8.5,8.5
IL-2 Sturmovik Battle of Stalingrad,2,31.7,7.7,11.775,15.85,19.925,24.0
Jagged Alliance Flashback,2,8.7,0.5,2.425,4.35,6.2749999999999995,8.2
Fieldrunners 2,3,373.6,0.3,3.3,6.3,186.65,367.0
Armello,2,14.0,2.7,4.8500000000000005,7.0,9.150000000000002,11.3
Yesterday,1,5.6,5.6,5.6,5.6,5.6,5.6
Mainland,1,6.1,6.1,6.1,6.1,6.1,6.1
Wildlife Park 3,3,12.0,1.3,2.05,2.8,5.35,7.9
Shadow Harvest Phantom Ops,2,24.7,11.2,11.774999999999999,12.35,12.925,13.5
NBA 2K12,2,182.5,1.5,46.375,91.25,136.125,181.0
SPACECOM,1,6.4,6.4,6.4,6.4,6.4,6.4
Freight Tycoon Inc.,1,10.9,10.9,10.9,10.9,10.9,10.9
Pro Evolution Soccer 2013,1,5.6,5.6,5.6,5.6,5.6,5.6
Breach,2,9.700000000000001,1.4,3.125,4.8500000000000005,6.575,8.3
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,2,43.8,3.8,12.85,21.9,30.95,40.0
Panzer Tactics HD,1,11.4,11.4,11.4,11.4,11.4,11.4
Geometry Wars 3 Dimensions Evolved,1,5.1,5.1,5.1,5.1,5.1,5.1
Autocraft,1,5.1,5.1,5.1,5.1,5.1,5.1
Startopia,2,9.5,0.2,2.475,4.75,7.025,9.3
STAR WARS X-Wing vs. TIE Fighter,1,8.1,8.1,8.1,8.1,8.1,8.1
Wasteland 1 - The Original Classic,2,6.5,0.2,1.725,3.25,4.7749999999999995,6.3
Castaway Paradise,1,6.8,6.8,6.8,6.8,6.8,6.8
Supreme Ruler 2020 Gold,2,39.0,19.0,19.25,19.5,19.75,20.0
Omegalodon,1,8.8,8.8,8.8,8.8,8.8,8.8
